Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Céréales, Autres","2015","14"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Céréales, Autres","2016","15"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Céréales, Autres","2017","16"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Céréales, Autres","2018","14"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Céréales, Autres","2019","7"
"Bilans Alimentaires (2010-)","Géorgie","Nourriture","Céréales, Autres","2020","8"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2010","3"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2011","3"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2015","2"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2016","2"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2017","24"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2018","224"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2019","364"
"Bilans Alimentaires (2010-)","Ghana","Aliments pour animaux","Céréales, Autres","2020","293"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2010","5"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2011","6"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2012","3"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2013","5"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2014","5"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2015","5"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2016","5"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2017","5"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2018","5"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2019","20"
"Bilans Alimentaires (2010-)","Ghana","Nourriture","Céréales, Autres","2020","10"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2010","23"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2011","27"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2012","26"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2013","39"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2014","67"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2015","112"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2016","125"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2017","116"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2018","93"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2019","76"
"Bilans Alimentaires (2010-)","Grèce","Aliments pour animaux","Céréales, Autres","2020","80"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2010","13"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2011","13"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2012","10"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2013","12"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2014","12"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2015","12"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2016","12"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2017","11"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2018","12"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2019","16"
"Bilans Alimentaires (2010-)","Grèce","Nourriture","Céréales, Autres","2020","15"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Grenade","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Grenade","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2015","1"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Guatemala","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Guatemala","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2010","28"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2011","41"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2012","40"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2013","58"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2014","48"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2015","50"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2016","50"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2017","49"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2018","48"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2019","32"
"Bilans Alimentaires (2010-)","Guinée","Aliments pour animaux","Céréales, Autres","2020","41"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2010","99"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2011","105"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2012","110"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2013","116"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2014","125"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2015","131"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2016","131"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2017","129"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2018","126"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2019","140"
"Bilans Alimentaires (2010-)","Guinée","Nourriture","Céréales, Autres","2020","149"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2010","2"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2011","2"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2012","2"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2013","2"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2014","5"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2015","5"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2016","5"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2017","5"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2018","5"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2019","3"
"Bilans Alimentaires (2010-)","Guinée-Bissau","Nourriture","Céréales, Autres","2020","3"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Guyana","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Guyana","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Haïti","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Haïti","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Honduras","Aliments pour animaux","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Honduras","Aliments pour animaux","Céréales, Autres","2011","1"
